customer_id,age,gender,marital_status,education_level,region,employment_status,owns_home,has_auto_loan,annual_income,credit_score,credit_limit,tenure,card_type,num_transactions,avg_transaction_value,online_shopping_freq,reward_points_balance,travel_frequency,utility_payment_count,num_children,num_credit_cards
76963069,69,male,married,bachelors,west,employed,1,0,60434.157356484175,733.9199712211607,12395.871782311688,3,gold,9,21.013217036096545,10.0,6692.70222090354,2,2.0,0,8
25112257,35,female,married,graduate,northeast,unemployed,1,0,21963.939704544147,771.157064641633,5777.614707206318,9,gold,6,27.199364355450843,5.0,3003.5970670944016,1,6.0,1,8
69916855,59,female,married,graduate,midwest,student,1,1,282598.2355730429,733.4071703415499,70726.86949259645,7,platinum,32,28.11874021969569,13.0,29774.6206573135,11,9.0,0,8
71088357,70,male,married,bachelors,midwest,employed,1,1,56692.24221291992,683.1739153412444,11717.2297045935,6,standard,6,19.101034544239827,7.0,6518.537188403255,3,7.0,0,8
50168897,19,female,single,bachelors,northeast,student,1,1,42625.01025057493,686.4440069492339,9174.959595496208,16,standard,11,26.13450740614817,3.0,5058.913316168341,3,2.0,0,8
67403679,21,male,single,bachelors,midwest,employed,1,0,82700.17974591722,610.535353599463,16179.033372318856,7,standard,20,35.37850843855658,4.0,9044.747944388817,2,5.0,1,8
55474643,63,female,married,,south,unemployed,0,0,17469.848363854486,665.0159632428224,3676.7192807509855,10,standard,7,50.33695210571159,6.0,2786.130290330708,3,2.0,0,8
54852556,56,male,married,bachelors,south,employed,0,0,33647.59259889913,776.282026720777,9738.23393118669,10,gold,8,43.07909728191748,8.0,3865.8047029364807,4,3.0,0,8
63667529,46,female,married,bachelors,midwest,self-employed,1,0,48872.43279258176,697.1552290867863,10895.263345392868,9,standard,12,15.90858042438565,9.0,5552.255887073728,5,5.0,1,8
48025998,29,male,single,bachelors,northeast,self-employed,0,0,6613.228595128731,679.6210000060942,1731.1794059753097,2,standard,2,38.41263776261658,3.0,1816.7200047967085,0,2.0,0,2
93351324,77,male,married,bachelors,midwest,employed,0,0,117838.24808689968,663.077676865951,28396.83870511069,15,gold,19,49.89841255445957,11.0,13273.233108031587,8,1.0,0,8
18887996,67,male,married,bachelors,northeast,student,0,1,36541.7972808663,725.8138196266251,6866.497973627663,18,standard,9,19.83364392353472,5.0,4814.829084880793,2,4.0,2,8
49568688,57,male,married,bachelors,west,student,0,1,34988.491303113435,729.7388702904852,9618.997202971444,7,standard,13,46.88185652416575,3.0,3894.691786231532,1,3.0,2,8
92911099,76,male,married,bachelors,south,student,1,0,37413.72918484286,713.2651666782486,8270.984045600744,13,standard,13,23.96943073493875,2.0,4563.87558099013,3,5.0,2,8
11717924,20,male,single,bachelors,midwest,unemployed,1,1,61058.13924167096,646.4944683316384,13219.30410586696,14,standard,13,33.846396501509034,5.0,7671.21414559643,4,1.0,1,8
62085471,59,female,married,bachelors,northeast,employed,1,0,51559.95893792973,597.0405067576405,10268.916651522884,14,standard,8,22.22885116384748,12.0,6305.415692041192,1,4.0,2,8
78336143,41,female,married,bachelors,west,employed,1,1,67134.96758997419,731.7807841517618,18270.750773982447,1,gold,12,64.27108189048431,7.0,7407.43633407289,2,6.0,2,8
13087851,25,male,single,bachelors,midwest,unemployed,0,1,84663.65094268291,665.3945172197383,12546.109748588682,6,standard,9,69.51500440541743,7.0,9308.49616844959,1,1.0,1,8
33506258,72,female,married,high school,midwest,student,0,0,23451.371391428474,686.2451528681837,5049.134546002187,2,standard,6,46.91181091404997,5.0,3354.2418391162505,1,4.0,1,8
61356554,42,male,married,bachelors,west,student,0,1,68560.53421726485,659.0645429561191,15213.980884426066,16,standard,15,36.28161067418547,12.0,8280.865623542748,3,3.0,3,8
11967368,36,male,single,bachelors,northeast,student,0,1,70963.28001336181,668.1599467952606,16752.329226458412,7,standard,10,42.92395080390113,10.0,8087.016607178469,4,3.0,0,8
98374877,59,male,married,bachelors,south,employed,0,1,27558.36959451723,754.0943318656093,7694.74192841814,8,gold,11,27.771850300298237,5.0,3138.8594986358944,0,8.0,1,8
76845536,70,female,married,high school,midwest,employed,1,0,104800.33180083043,643.6666734263381,28406.09886672281,14,standard,12,48.05514033880291,9.0,11534.235034015988,3,5.0,1,8
59313599,26,female,single,graduate,northeast,student,1,1,34180.157365391635,806.0552020938572,7589.9550440078065,1,gold,4,56.40833918024681,5.0,4652.62865986748,3,1.0,0,8
41041059,77,male,married,bachelors,south,self-employed,1,1,68530.92152580211,689.61667648579,15227.270835206758,5,standard,6,47.39621497051255,7.0,7920.186720154098,2,0.0,2,8
22292838,36,female,single,bachelors,northeast,self-employed,0,1,43913.5550658685,712.1647147203613,8604.860102366833,17,standard,8,64.60352211197203,8.0,5501.30509014028,0,1.0,1,8
99892065,73,male,married,graduate,south,employed,0,0,47004.84196492668,741.5315308460932,12826.509949941694,8,gold,9,40.34037544183356,3.0,5510.2068814762415,5,4.0,0,8
78345355,76,male,married,high school,west,student,0,0,35803.0651357833,677.8412187171468,8014.1448010020895,2,standard,13,26.514852121784216,,4907.094359663802,1,4.0,0,8
85986903,31,male,single,bachelors,west,employed,1,1,232343.87583649837,698.4710505118683,58460.44381294626,8,platinum,36,29.92017373017809,13.0,24361.94611499288,3,6.0,2,8
27715035,48,female,married,high school,northeast,student,0,0,105599.56758174748,665.628187747515,21713.11582953429,2,standard,16,19.58652888772972,4.0,11621.195853992183,2,7.0,2,8
66099730,61,male,married,bachelors,northeast,employed,1,1,22042.275551207214,664.1053763371624,5059.736096718295,13,standard,4,53.29672012591907,13.0,3003.4700066358314,3,2.0,1,8
75346786,44,male,married,bachelors,west,student,0,0,123411.58201946937,630.5454028137063,25446.349386032824,3,standard,26,66.72005701389479,,13596.548841026091,8,4.0,0,8
22860710,46,male,married,high school,midwest,self-employed,0,0,28599.73311496301,786.5502229083058,7858.5579746362755,13,gold,11,32.13805708947398,3.0,3641.248490901962,1,2.0,2,8
65958654,31,male,married,bachelors,northeast,student,1,0,30906.43443808671,734.263690221316,7079.091853316068,18,standard,10,13.77378307964906,10.0,4421.446869434038,3,1.0,1,8
82607442,50,male,married,bachelors,west,unemployed,1,1,44399.29491528258,770.2900254282999,11557.469853395249,19,gold,9,98.90808297119209,2.0,5269.221841178619,6,0.0,2,8
43471475,57,male,married,high school,west,unemployed,1,0,25485.74704936231,568.1771754147744,5115.517290807103,10,standard,5,68.69246144936123,7.0,3431.6492846820274,0,4.0,3,8
36465070,18,female,single,,northeast,student,0,0,81753.59470435293,696.0473288827271,20495.023439385008,7,gold,10,19.908506222979096,11.0,9012.799022300576,4,4.0,0,8
21931749,75,female,married,graduate,west,employed,0,0,30020.580408043075,740.8651775189252,6053.824157938796,16,standard,10,15.698802637450145,5.0,3842.151478130624,1,4.0,1,8
66815930,43,male,married,,northeast,student,0,1,179905.0509154096,722.4412783137298,42928.16413336542,19,platinum,22,18.89781298774417,16.0,18848.68219855764,8,,2,8
44485157,76,male,married,high school,south,unemployed,0,0,30280.25482696648,681.1861896946997,6385.841858350108,1,standard,10,27.02615166906504,3.0,3924.290375448378,1,4.0,1,8
78728059,53,female,married,bachelors,west,self-employed,1,1,19215.763207728625,700.9104897120814,4677.567727574863,12,standard,6,29.36983992171222,9.0,3223.9972202942017,1,1.0,2,8
89264710,54,female,married,high school,west,unemployed,0,1,28026.195646887983,671.7851459086751,7085.616285611541,10,standard,12,16.130191695807724,7.0,4003.257836016286,0,0.0,2,8
81874643,58,female,married,bachelors,northeast,unemployed,0,0,75824.42348527283,749.646299871228,18878.07113360035,14,gold,15,31.126100638301534,11.0,8610.883745392957,6,2.0,0,8
48603927,38,female,married,bachelors,northeast,self-employed,0,1,151454.30697455234,678.5737235858101,31776.18314598854,15,gold,13,23.15094941529037,11.0,16165.71389647202,6,6.0,2,8
20257622,24,female,single,bachelors,west,self-employed,1,1,50067.376697423846,625.0134684848744,10536.424173325731,0,standard,9,19.79551942099892,11.0,6101.45268267086,3,2.0,0,8
88360790,65,female,married,bachelors,midwest,self-employed,1,0,114239.35689536016,698.557077696614,26439.32536289748,16,gold,15,40.38172248708081,11.0,12611.300007557753,1,4.0,1,8
79411556,54,male,married,bachelors,west,self-employed,1,0,31163.49264956664,682.4747571840578,7055.396558516744,14,standard,5,34.82274620182625,4.0,4106.857376963752,1,1.0,2,8
24819092,48,male,married,bachelors,south,self-employed,0,0,58860.42182463645,686.7676057236749,12424.741274051605,1,standard,11,18.378395790305664,3.0,6656.469182981383,5,3.0,1,8
74678656,40,male,married,graduate,south,unemployed,1,0,118189.5644968285,665.7738198682523,28108.140408757703,10,gold,22,33.230687190481774,11.0,12557.99718864244,5,3.0,3,8
22548045,20,male,single,bachelors,west,unemployed,0,0,12680.78353436487,697.8806694786784,3334.844881549124,18,standard,6,28.212307248207992,2.0,2160.588805450495,2,1.0,0,8
95827783,37,female,single,high school,south,self-employed,1,0,73570.90533382125,731.7226877740374,19490.321225250893,15,gold,16,138.31946494136827,8.0,8541.863761246224,4,4.0,0,8
60019526,54,male,married,,south,student,0,0,177708.60022461918,745.4659122545813,44969.69741928708,0,platinum,22,21.38099227009125,12.0,18462.953453051083,5,4.0,3,8
82548254,49,female,married,bachelors,northeast,self-employed,0,0,42467.29606201919,759.728442913253,11618.501421112003,15,gold,6,31.637293516834315,7.0,5355.517709516791,3,1.0,0,8
90453319,66,male,married,high school,south,employed,1,1,27039.520954621225,767.4867630799281,6343.530658855606,7,gold,5,58.501313032230414,3.0,3898.372426139179,1,5.0,1,8
15312091,28,female,single,high school,midwest,self-employed,1,1,88375.05803685455,713.9283578111152,22215.38171873917,8,gold,15,94.65955475737306,13.0,9910.714812890195,3,2.0,1,8
34786964,65,male,married,graduate,south,self-employed,0,0,21292.950955126784,668.361475289296,4738.0365621933925,7,standard,9,46.047147805168834,8.0,3365.5332105167795,0,5.0,0,8
46684232,63,male,married,bachelors,west,student,0,0,39145.93508802696,693.505205302515,8216.439043259092,6,standard,4,51.50493453592579,5.0,5105.153437877581,2,5.0,0,8
84597099,39,female,married,bachelors,northeast,self-employed,1,1,63192.20468665857,721.3250701316499,12883.706627809772,6,gold,12,49.707994745364765,,7562.562350174334,1,1.0,0,8
98134524,19,female,single,bachelors,northeast,self-employed,1,1,37715.4486339908,626.7668999048694,7871.895094345848,3,standard,8,39.825154000268704,13.0,4534.858883231592,3,3.0,0,8
18531043,74,male,married,,northeast,unemployed,0,1,47150.0459637981,767.7812084118206,11874.235712747724,5,gold,10,13.555904537108692,10.0,6039.709432913056,5,4.0,2,8
14953383,40,male,married,bachelors,south,employed,1,1,44708.218428225024,695.6937371381085,8967.564833539307,1,standard,11,70.86814265495474,7.0,5684.00292708109,1,2.0,1,8
80944054,60,male,married,high school,south,self-employed,1,1,75971.87910072091,721.914924806511,18381.745754546897,4,gold,9,53.20001291188324,4.0,7900.546569871306,4,4.0,3,8
34873753,38,female,married,bachelors,northeast,self-employed,1,0,44244.84054471733,714.9887744841902,10536.869053206814,3,standard,17,21.550855210309354,7.0,5410.928092399399,4,3.0,0,8
95577033,72,male,married,graduate,midwest,self-employed,1,0,45388.810818785336,744.8283564343634,10027.650339696696,3,gold,9,13.191935561387842,8.0,5157.203587951002,3,4.0,1,8
50215436,23,female,single,bachelors,south,unemployed,1,1,39577.23221412622,620.4835832261115,8030.751343151866,9,standard,11,20.8827850460969,6.0,4812.237142775982,1,2.0,0,8
95347203,42,female,married,high school,south,self-employed,0,0,14646.298280900206,698.8573688509609,3725.5484254982766,7,standard,4,34.70222927540184,12.0,2249.413108475692,0,2.0,4,8
58614046,42,female,married,bachelors,west,self-employed,1,0,62951.642732224165,610.4576055433938,11097.76236229692,7,standard,20,56.61909797461133,6.0,7132.012580122754,4,4.0,2,8
40368791,55,male,married,high school,northeast,self-employed,1,0,84904.50777055795,765.8102759379834,21262.086470381437,17,platinum,17,19.07248878365277,10.0,9099.095734068913,3,5.0,1,8
23316775,23,male,single,bachelors,south,self-employed,1,0,116070.51007815632,675.7316232546731,24826.872310234965,8,gold,22,42.90133776547123,10.0,12524.03850274042,2,4.0,0,8
23331513,71,female,married,graduate,northeast,self-employed,0,0,57722.18230727576,799.8057176851869,14177.528654199425,15,platinum,9,24.787678130105164,7.0,6940.200348328935,2,2.0,5,8
40038060,34,male,single,,west,self-employed,0,1,64177.76807609741,775.5241323467311,16120.916270544774,8,gold,11,28.46754173222558,9.0,7747.730914680389,3,3.0,0,8
22096579,29,female,single,bachelors,west,self-employed,0,1,43965.28550356482,741.0000415360463,9111.5656224107,2,gold,8,39.47455879360095,5.0,5472.05762116025,3,1.0,0,8
24978810,78,female,married,bachelors,south,self-employed,0,1,38982.053209389895,840.8970842057639,12435.34660659286,5,platinum,7,33.64300782901423,10.0,4665.6146297246205,4,3.0,0,8
65890694,39,male,married,bachelors,midwest,employed,1,0,184347.87340189435,707.8419533523546,37321.55271320686,9,platinum,21,78.2464055840828,17.0,19387.421551611704,5,6.0,2,8
47906818,27,male,married,bachelors,midwest,self-employed,0,0,88264.49784649812,782.5131038660636,23720.89583012863,11,platinum,19,16.67302523516539,12.0,9633.771583478963,2,0.0,2,8
38478694,66,female,married,bachelors,south,unemployed,1,1,22879.56184202137,672.1506838832832,4548.268719661937,4,standard,6,51.20227858741562,6.0,3215.393601158242,4,3.0,0,8
54797755,76,male,married,high school,south,self-employed,0,0,59973.33600011998,688.6641928850544,14111.509090888976,3,standard,7,19.123449446290017,13.0,6825.884090040658,3,3.0,0,8
44533278,74,male,married,high school,midwest,student,1,1,82100.35774271943,601.386601462802,12638.071767262869,3,standard,11,28.402266281212466,5.0,9071.890807678144,8,4.0,0,8
58182080,35,male,married,bachelors,west,student,1,1,153859.31789964327,745.1751338136593,41174.80772853626,11,platinum,21,25.08328229040283,10.0,16394.01530485708,1,4.0,0,8
67491014,41,male,married,bachelors,midwest,student,1,0,55833.3731189305,665.8435034682207,12049.527392369577,19,standard,12,18.774797363385726,7.0,6347.458392839042,2,5.0,2,8
45798475,32,female,married,bachelors,west,unemployed,0,0,78953.48638549616,688.5644408300318,17734.170824101144,11,standard,12,33.557137900278875,5.0,9354.588835889184,5,5.0,2,8
41586132,46,male,married,high school,west,student,1,1,67274.77428116137,706.2534333017087,15117.863296132582,4,gold,13,39.351797788266666,5.0,7961.62402594636,3,3.0,0,8
22956540,24,female,married,,west,employed,0,1,182603.45140485573,705.6444662771424,45993.82826382306,3,platinum,19,26.82893261254039,10.0,19231.517066343877,8,12.0,2,8
25367334,75,female,married,bachelors,midwest,unemployed,1,1,108887.77534946844,716.3212258761152,28707.2348619247,9,gold,13,28.461807490678535,10.0,12084.002625902916,4,6.0,1,8
70503250,27,female,single,bachelors,midwest,employed,0,0,65197.59908074333,699.2186856242139,15618.376665042932,17,standard,13,19.414293170068767,8.0,8003.710636680913,2,1.0,0,8
58307796,41,male,married,graduate,south,student,0,1,42528.5774629556,717.6516110839494,8989.624848846215,1,standard,9,30.641797903312675,4.0,5238.926965081789,0,0.0,0,8
59859757,33,female,single,bachelors,midwest,self-employed,1,0,31999.520730357974,738.3397548016413,7936.385729970406,16,standard,6,32.85865635568004,8.0,4373.80511287867,1,0.0,0,8
47787665,55,female,married,bachelors,west,unemployed,1,0,22831.29270489484,710.133035778288,5855.025485165893,17,standard,5,37.48083259812068,7.0,3564.6419031793307,1,3.0,0,8
69610612,44,male,married,bachelors,midwest,self-employed,1,0,64025.30890185698,705.5522826099073,13638.57165202206,5,standard,8,71.62105085996222,7.0,7667.759405802588,4,5.0,4,8
66658967,76,female,married,bachelors,south,employed,0,0,6655.796232321664,593.6661637456607,1395.1455288041095,11,standard,7,28.51444507157173,5.0,1451.66411341736,4,4.0,2,7
37962749,49,male,married,high school,midwest,student,1,1,45530.342618387775,631.4296393405004,9197.19668552434,11,standard,6,46.39949275186305,4.0,5491.297575342619,1,2.0,0,8
87675902,35,male,married,high school,midwest,student,0,0,125109.86318163562,658.0602859599895,27652.244277893093,15,gold,17,54.38816248202877,9.0,13447.93450774355,3,3.0,0,8
61682179,78,male,married,,midwest,student,1,0,33062.437296076496,690.0734430733054,7828.052023583677,16,standard,7,28.681223293703823,1.0,3844.466915514502,4,2.0,1,8
78073125,57,male,married,bachelors,west,student,1,0,31353.92157520834,690.219520838936,7066.249362715699,2,standard,14,19.3329105244026,7.0,4257.809341311416,0,3.0,0,8
73229345,55,male,married,bachelors,midwest,student,1,1,86814.08082642214,734.1200124370623,20850.900964755256,6,gold,17,12.542695668745324,8.0,9517.335024590311,5,2.0,1,8
43171437,79,female,married,high school,midwest,employed,0,1,18658.63140348725,782.5458055632325,4545.836301274688,9,gold,15,81.78119061757421,7.0,2522.3687294018614,0,4.0,1,8
69766997,32,male,single,graduate,south,self-employed,1,1,73660.13532329086,641.1133526045132,16059.724432713836,16,standard,20,16.625686477473966,7.0,8337.861395102262,3,5.0,2,8
14939250,70,male,married,bachelors,south,unemployed,1,0,31234.67731860208,691.1650688826446,6488.815883328679,15,standard,8,30.662970562310228,8.0,4341.937773467572,0,,1,8
12328281,18,male,single,bachelors,west,employed,1,0,49461.48930344781,618.6566870008165,10212.301979788865,15,standard,16,49.14910403565314,6.0,5952.565413622684,2,3.0,0,8
76560997,27,female,married,high school,midwest,unemployed,1,0,293820.74277570256,718.5059831889353,61774.90219424483,13,platinum,17,41.26393097728623,16.0,30194.009329029934,12,9.0,6,8
57569914,52,male,married,bachelors,midwest,unemployed,0,0,57363.93350283768,679.5943500038813,14629.227685696402,13,standard,14,83.45096439020915,4.0,6711.566813888658,3,4.0,0,8
20883894,29,male,single,bachelors,south,employed,0,0,89505.67018029255,712.3251360841554,16795.45143729496,3,gold,17,28.98837213075528,11.0,9681.2890529816,5,2.0,2,8
22766188,40,female,married,,west,student,0,0,29430.138565471032,660.8626538427071,6591.456525796167,14,standard,4,50.3336373898801,5.0,4476.402023324168,0,6.0,2,8
62905121,74,male,married,bachelors,northeast,employed,1,0,10869.09632140477,680.2024086186534,2298.843228105003,12,standard,6,44.3742578657794,8.0,1667.4588538208204,0,4.0,1,8
36295477,23,male,single,bachelors,northeast,self-employed,0,0,55209.74711884176,684.0995687552129,13678.500259735783,1,standard,13,13.406844949739448,9.0,6822.902488594051,5,3.0,0,8
55610529,43,male,married,bachelors,west,unemployed,0,0,47853.11918548514,716.806056587339,9689.944065510614,17,standard,9,22.075774560336523,10.0,6233.712704301989,2,1.0,0,8
40366302,25,female,single,high school,south,employed,1,1,35336.52167170503,724.0380081537921,9651.057270375317,9,standard,7,15.80483318890457,7.0,4720.5739418382855,3,1.0,1,8
18624954,38,female,married,bachelors,northeast,student,1,1,100007.60208851154,741.7678463777665,24255.876026237336,5,gold,6,26.914863183360463,13.0,10960.359828224007,4,3.0,3,8
72668820,43,male,married,bachelors,south,self-employed,0,0,206339.4723111754,714.5835792188573,53172.77570910766,9,platinum,23,51.56719349256566,12.0,21980.68956523736,5,6.0,1,8
23817472,57,male,married,graduate,midwest,student,0,1,43313.827530308605,614.425519203416,8884.775267330853,10,standard,9,100.8205540315294,13.0,5710.7333062580365,0,4.0,0,8
99830054,53,female,married,bachelors,west,student,1,0,61100.87751229427,770.8782016484354,15269.587326566318,0,gold,19,39.750176085970764,8.0,7159.619252229013,3,2.0,0,8
63410560,28,female,married,high school,northeast,student,0,0,39525.925573908455,661.9464513358721,8352.582877897594,7,standard,6,62.68252193267035,,4928.902789698903,1,2.0,0,8
11811963,57,male,married,bachelors,northeast,self-employed,1,0,23874.385476973075,728.399578013291,6025.801551446051,15,standard,9,22.576002787715183,,3487.3133695667816,1,2.0,1,8
68778133,53,female,married,bachelors,northeast,self-employed,1,0,120446.0328570526,724.0990288209143,26791.99344091361,5,gold,12,30.942548049255844,,13024.62433086101,2,3.0,0,8
61211015,19,female,single,bachelors,northeast,employed,1,1,35501.749961374495,696.4228243106412,8342.464748787417,8,standard,8,21.07182087672252,4.0,4654.060987936856,0,3.0,0,8
85223112,50,female,married,high school,northeast,student,0,0,88697.00031742884,692.5045498745263,23224.108333858178,11,gold,17,20.152177857727136,14.0,9959.805181407946,5,5.0,0,8
17785980,49,female,married,high school,west,unemployed,0,1,64376.34089779154,677.0967485623019,13003.685531648363,7,standard,8,50.62376991855684,4.0,6930.203010616005,3,7.0,3,8
51523712,64,male,married,high school,midwest,student,0,0,56372.16724281476,706.6390789009403,14117.140423115909,18,standard,12,23.614029848465805,4.0,6460.812988970281,2,1.0,1,8
88242319,48,male,married,graduate,midwest,unemployed,1,0,15367.23217385359,614.3267617161936,3788.879442666292,5,standard,6,38.652560185110985,9.0,2662.740865869592,2,1.0,3,8
66674532,77,female,married,bachelors,west,employed,0,1,32852.09868797983,751.5608560876409,8363.507266230366,8,gold,9,53.68460640255105,8.0,4231.684398087673,1,7.0,4,8
76442132,78,male,married,graduate,south,student,1,0,72267.80495414969,675.8613448855955,15033.768216957093,13,standard,17,55.45495146744263,8.0,8536.445528065271,3,5.0,0,8
84193848,76,male,married,high school,south,self-employed,0,1,37631.46589593038,697.6158069879689,8219.858042180826,6,standard,9,61.34486291200957,8.0,5014.669136205823,0,1.0,0,8
80878809,57,male,married,high school,south,employed,0,0,33313.956928803054,632.2619716840652,5332.245844131736,6,standard,8,43.20835452295425,3.0,4826.570127804721,1,5.0,1,8
92088473,21,female,single,bachelors,south,unemployed,1,0,12860.62119679513,739.0678942215287,3603.394065904428,11,standard,10,62.84579728349979,9.0,2075.993727099803,1,1.0,0,8
18574912,22,male,single,high school,south,unemployed,0,0,54054.94855492812,668.6892571145077,11179.72996428014,15,standard,9,13.310738163728772,12.0,6149.424123034072,1,3.0,0,8
82956926,72,female,married,bachelors,south,unemployed,1,1,134042.39207713777,673.6297002483855,30876.23304822926,19,gold,26,14.170259480016757,18.0,14048.31730804511,10,5.0,2,8
57265640,59,female,married,bachelors,west,employed,0,0,33577.83790384888,782.9202182062072,8601.87699011846,12,gold,7,38.39007779240136,6.0,4497.834736741786,4,2.0,1,8
27961225,57,male,married,bachelors,midwest,employed,0,0,47259.04173617512,706.1308726377815,10201.736873625408,0,standard,7,15.51559829187192,13.0,5329.360387350443,2,4.0,0,8
65404075,61,male,married,,midwest,employed,1,1,28703.014707652488,727.605518406263,7053.567186705464,6,standard,17,33.20646705767423,8.0,3927.025623648675,2,3.0,0,8
98698597,23,female,single,bachelors,west,student,0,0,37424.68109091771,665.5507827500863,7532.752071408906,11,standard,7,22.526711105646203,4.0,4984.186587627418,1,7.0,0,8
63221757,63,male,married,bachelors,south,student,1,0,196147.0718176981,821.2409088679748,43411.94317296952,15,platinum,26,32.42498592616148,13.0,20689.016718488536,6,9.0,0,8
45396691,62,male,married,bachelors,midwest,unemployed,1,1,114711.72555302655,749.3170731458393,29209.49368378086,12,platinum,19,15.10780013440024,11.0,12490.765742098223,4,2.0,2,8
95724535,18,female,single,bachelors,midwest,employed,1,0,42767.26618679547,687.3458192153231,8303.368623763017,10,standard,7,24.55010128545406,9.0,4949.373210124056,4,3.0,0,8
98157590,35,male,married,bachelors,midwest,employed,1,1,17895.129559430494,722.9977905553393,3577.035859658012,13,standard,9,22.791052853140577,5.0,2403.190189567871,3,3.0,6,8
60909030,64,female,married,graduate,west,self-employed,0,1,28594.318119854237,678.3901706398299,6138.1426999074365,8,standard,8,53.03747755327742,5.0,3923.284726617152,0,2.0,1,8
20932142,43,male,married,bachelors,northeast,self-employed,1,1,44797.00222845346,732.2992548248819,12646.25114596453,11,gold,7,23.25553922864199,4.0,5228.350463853782,2,2.0,0,8
85604729,27,female,single,graduate,midwest,self-employed,1,1,49055.73564413882,611.7105594686996,11000.454722692008,5,standard,8,45.72272196738716,10.0,6093.724737110681,1,3.0,0,8
25410553,20,female,single,high school,west,self-employed,1,1,53353.84463591244,693.6367098985817,13879.04313126838,5,standard,11,19.115054357963704,8.0,6090.065551229342,1,6.0,0,8
76477501,31,male,single,bachelors,west,unemployed,1,0,68127.73365369541,728.7565282090255,18014.659532160786,12,gold,19,41.83182436117036,8.0,7602.30924699613,4,1.0,1,8
29459273,58,female,married,bachelors,south,employed,0,0,32432.714877703565,748.9753404051689,7235.958730244812,13,gold,12,54.38255645593223,10.0,4480.710652564458,2,2.0,2,8
71879657,19,male,single,bachelors,midwest,student,0,0,49271.61201291859,661.4324734436302,9480.230846720964,14,standard,6,13.229609909626197,8.0,6188.300024183312,4,5.0,0,8
67115179,34,male,married,bachelors,midwest,unemployed,0,1,90536.1683360935,695.1028098518657,20184.28926094481,7,gold,15,13.485762350915698,9.0,10318.81873460409,4,4.0,4,8
82348794,19,female,single,graduate,northeast,employed,1,1,128941.80099481248,739.996383160475,32432.01595180067,7,platinum,26,34.131472226905814,9.0,13284.90409420173,6,4.0,0,8
32880748,62,male,married,bachelors,south,employed,0,1,44368.05710044786,700.7960528178537,12069.49928591027,16,standard,13,27.28807144980177,9.0,5531.200833395168,2,1.0,0,8
